"","Date","State","TotalSamples","Negative","Positive"
"5734",2020-08-20,"Jharkhand",523638,496700,NA
"5735",2020-08-21,"Jharkhand",539802,511606,NA
"5736",2020-08-22,"Jharkhand",553356,524253,NA
"5737",2020-08-23,"Jharkhand",566504,536326,NA
"5738",2020-08-24,"Jharkhand",580489,549371,NA
"5739",2020-08-25,"Jharkhand",600322,568148,NA
"5740",2020-08-26,"Jharkhand",643590,610279,NA
"5741",2020-08-27,"Jharkhand",673245,638569,NA
"5742",2020-08-28,"Jharkhand",704554,668741,NA
"5743",2020-08-29,"Jharkhand",730237,693125,NA
"5744",2020-08-30,"Jharkhand",755835,717400,NA
"5745",2020-08-31,"Jharkhand",913265,871609,NA
"5746",2020-09-01,"Jharkhand",950015,906182,NA
"5747",2020-09-02,"Jharkhand",980272,935410,NA
"5748",2020-09-03,"Jharkhand",1017599,971119,NA
"5749",2020-09-04,"Jharkhand",1047417,999378,NA
"5750",2020-09-05,"Jharkhand",1080094,1030297,NA
"5751",2020-09-06,"Jharkhand",1105764,1054701,NA
"5752",2020-09-07,"Jharkhand",1133454,1080834,NA
"5753",2020-09-08,"Jharkhand",1236638,1181342,NA
"5754",2020-09-09,"Jharkhand",1269746,1212849,NA
"5755",2020-09-10,"Jharkhand",1299565,1241486,NA
"5756",2020-09-11,"Jharkhand",1320542,1261502,NA
"5757",2020-09-12,"Jharkhand",1352611,1292151,NA
"5758",2020-09-13,"Jharkhand",1377573,1316099,NA
"5759",2020-09-14,"Jharkhand",1407470,1344733,NA
"5760",2020-09-15,"Jharkhand",1471588,1407149,NA
"5761",2020-09-16,"Jharkhand",1538529,1472455,NA
"5762",2020-09-17,"Jharkhand",1587459,1520359,NA
"5763",2020-09-18,"Jharkhand",1629190,1560612,NA
"5764",2020-09-19,"Jharkhand",1670943,1601083,NA
"5765",2020-09-20,"Jharkhand",1765454,1694102,NA
"5766",2020-09-21,"Jharkhand",1809145,1736472,NA
"5767",2020-09-22,"Jharkhand",1864421,1790473,NA
"5768",2020-09-23,"Jharkhand",1908568,1833479,NA
"5769",2020-09-24,"Jharkhand",1949673,1873235,NA
"5770",2020-09-25,"Jharkhand",1990078,1912369,77709
"5771",2020-09-26,"Jharkhand",2029744,1950809,78935
"5772",2020-09-27,"Jharkhand",2059696,1979787,79909
"5773",2020-09-28,"Jharkhand",2153151,2071734,81417
"5774",2020-09-29,"Jharkhand",2213350,2130810,82540
"5775",2020-09-30,"Jharkhand",2250439,2166788,83651
"5776",2020-10-01,"Jharkhand",2286107,2201443,NA
"5777",2020-10-02,"Jharkhand",2320493,2235093,85400
"5778",2020-10-03,"Jharkhand",2363412,2277135,86277
"5779",2020-10-04,"Jharkhand",2394406,2307196,87210
"5780",2020-10-05,"Jharkhand",2418178,2330152,88026
"5781",2020-10-06,"Jharkhand",2465841,2376968,88873
"5782",2020-10-07,"Jharkhand",2496645,2406943,89702
"5783",2020-10-08,"Jharkhand",2538755,2448269,90486
"5784",2020-10-09,"Jharkhand",2576536,2485282,91254
"5785",2020-10-10,"Jharkhand",2615470,2523519,91951
"5786",2020-10-11,"Jharkhand",2640471,2547946,NA
"5787",2020-10-12,"Jharkhand",2674672,2581637,93035
"5788",2020-10-13,"Jharkhand",2712374,2618638,93736
"5789",2020-10-14,"Jharkhand",2742044,2647675,94369
"5790",2020-10-15,"Jharkhand",2767553,2672601,94952
"5791",2020-10-16,"Jharkhand",2802066,2706641,95425
"5792",2020-10-17,"Jharkhand",2827248,2731281,95967
"5793",2020-10-18,"Jharkhand",2848662,2752310,96352
"5794",2020-10-19,"Jharkhand",2882567,2785725,96842
"5795",2020-10-20,"Jharkhand",2913412,2815998,97414
"5796",2020-10-21,"Jharkhand",2988023,2877145,98061
"5797",2020-10-22,"Jharkhand",3019158,2920548,98610
"5798",2020-10-23,"Jharkhand",3058954,2959909,99045
"5799",2020-10-24,"Jharkhand",3087671,2988243,99428
"5800",2020-10-25,"Jharkhand",3109483,3009797,99686
"5801",2020-10-26,"Jharkhand",3126794,3015071,99906
"5802",2020-10-27,"Jharkhand",3152647,3052423,100224
"5803",2020-10-28,"Jharkhand",3193717,3093148,100569
"5804",2020-10-29,"Jharkhand",3233520,3132556,100964
"5805",2020-10-30,"Jharkhand",3274987,3173700,101287
"5806",2020-10-31,"Jharkhand",3362394,3260633,101761
"5807",2020-11-01,"Jharkhand",3402867,3291685,102087
"5808",2020-11-02,"Jharkhand",3431063,3328573,102490
"5809",2020-11-03,"Jharkhand",3461834,3358947,102887
"5810",2020-11-04,"Jharkhand",3503516,3400328,103188
"5811",2020-11-05,"Jharkhand",3540776,3437233,103543
"5812",2020-11-06,"Jharkhand",3576191,3472292,103899
"5813",2020-11-07,"Jharkhand",3607753,3503514,104239
"5814",2020-11-08,"Jharkhand",3632362,3527920,104442
"5815",2020-11-09,"Jharkhand",3656926,3552238,104688
"5816",2020-11-10,"Jharkhand",3687269,3582329,104940
"5817",2020-11-11,"Jharkhand",3714582,3609358,105224
"5818",2020-11-12,"Jharkhand",3738656,3633163,105493
"5819",2020-11-13,"Jharkhand",3764342,3658561,105781
"5820",2020-11-14,"Jharkhand",3777488,3671553,105935
"5821",2020-11-15,"Jharkhand",3790900,3684836,106064
"5822",2020-11-16,"Jharkhand",3807997,3701767,106230
"5823",2020-11-17,"Jharkhand",3826168,3719677,106491
"5824",2020-11-18,"Jharkhand",3846092,3739350,106742
"5825",2020-11-19,"Jharkhand",3866465,3759493,106972
"5826",2020-11-20,"Jharkhand",3881733,3774576,107157
"5827",2020-11-21,"Jharkhand",3895808,3788476,107332
"5828",2020-11-22,"Jharkhand",3908002,3800533,107469
"5829",2020-11-23,"Jharkhand",3924648,3816960,NA
"5830",2020-11-24,"Jharkhand",3946256,3838335,107921
"5831",2020-11-25,"Jharkhand",3965685,3857527,108158
"5832",2020-11-26,"Jharkhand",3984496,3871608,108388
"5833",2020-11-27,"Jharkhand",4004056,3895479,108577
"5834",2020-11-28,"Jharkhand",4038983,3930197,108786
"5835",2020-11-29,"Jharkhand",4134660,4025676,108984
"5836",2020-11-30,"Jharkhand",4178915,4069764,109151
"5837",2020-12-01,"Jharkhand",4215824,4106492,NA
"5838",2020-12-02,"Jharkhand",4230863,4130863,109538
"5839",2020-12-03,"Jharkhand",4265795,4156024,109771
"5840",2020-12-04,"Jharkhand",4292594,4182604,109990
"5841",2020-12-05,"Jharkhand",4319581,4209395,110186
"5842",2020-12-06,"Jharkhand",4336774,4226496,110278
"5843",2020-12-07,"Jharkhand",4355970,4245513,110457
"5844",2020-12-08,"Jharkhand",4382789,4272150,110639
"5845",2020-12-09,"Jharkhand",4404165,4293335,110830
"5846",2020-12-10,"Jharkhand",4433006,4322003,111003
"5847",2020-12-11,"Jharkhand",4457546,4346369,111177
"5848",2020-12-12,"Jharkhand",4478351,4366985,111366
"5849",2020-12-13,"Jharkhand",4469879,4385369,111510
"5850",2020-12-14,"Jharkhand",4513805,4402083,111722
"5851",2020-12-15,"Jharkhand",4533044,4421113,111931
"5852",2020-12-16,"Jharkhand",4551337,4439216,112121
"5853",2020-12-17,"Jharkhand",4571733,4459401,112332
"5854",2020-12-18,"Jharkhand",4590771,4478165,112606
"5855",2020-12-19,"Jharkhand",4609838,4496985,112853
"5856",2020-12-20,"Jharkhand",4624374,4511349,113025
"5857",2020-12-21,"Jharkhand",4644830,4531632,113198
"5858",2020-12-22,"Jharkhand",4660936,4547529,113407
"5859",2020-12-23,"Jharkhand",4678152,4564543,113609
"5860",2020-12-24,"Jharkhand",4697404,4583618,113786
"5861",2020-12-25,"Jharkhand",4709623,4595669,113954
"5862",2020-12-26,"Jharkhand",4726287,4612141,114146
"5863",2020-12-27,"Jharkhand",4737136,4622868,114268
"5864",2020-12-28,"Jharkhand",4753586,4639166,114428
"5865",2020-12-29,"Jharkhand",4767543,4652893,114650
"5866",2020-12-30,"Jharkhand",4783653,4668780,114873
"5867",2020-12-31,"Jharkhand",4799240,4684127,115113
"5868",2021-01-01,"Jharkhand",4813200,4697959,115241
"5869",2021-01-02,"Jharkhand",4826022,4710630,115392
"5870",2021-01-03,"Jharkhand",4838094,4722565,115529
"5871",2021-01-04,"Jharkhand",4851534,4735845,115689
"5872",2021-01-05,"Jharkhand",4867430,4751590,115840
"5873",2021-01-06,"Jharkhand",4885186,4769152,116034
"5874",2021-01-07,"Jharkhand",4900473,4784244,116269
"5875",2021-01-08,"Jharkhand",4916957,4800521,116436
"5876",2021-01-09,"Jharkhand",4931204,4814532,116672
"5877",2021-01-10,"Jharkhand",4946243,4829426,116817
"5878",2021-01-11,"Jharkhand",4962376,4845415,116961
"5879",2021-01-12,"Jharkhand",4975260,4858172,117088
"5880",2021-01-13,"Jharkhand",4989862,4872622,117240
"5881",2021-01-14,"Jharkhand",5006232,4888848,117384
"5882",2021-01-15,"Jharkhand",5020566,4903086,117480
"5883",2021-01-16,"Jharkhand",5035900,4918301,117599
"5884",2021-01-17,"Jharkhand",5046290,4928604,117686
"5885",2021-01-18,"Jharkhand",5057812,4940026,117786
"5886",2021-01-19,"Jharkhand",5072399,4954512,117887
"5887",2021-01-20,"Jharkhand",5084923,4966911,NA
"5888",2021-01-21,"Jharkhand",5097274,4979195,118079
"5889",2021-01-22,"Jharkhand",5113068,4994914,118154
"5890",2021-01-23,"Jharkhand",5126992,5008760,118232
"5891",2021-01-24,"Jharkhand",5139500,5021214,118286
"5892",2021-01-25,"Jharkhand",5150854,5032494,118360
"5893",2021-01-27,"Jharkhand",5175741,5057246,118495
"5894",2021-01-28,"Jharkhand",5185675,5185675,118557
"5895",2021-01-29,"Jharkhand",5199013,5080411,118602
"5896",2021-01-30,"Jharkhand",5208961,5090310,NA
"5897",2021-01-31,"Jharkhand",5217119,5098427,NA
"5898",2021-02-01,"Jharkhand",5225096,5106362,118734
"5899",2021-02-02,"Jharkhand",5233424,5114631,118793
"5900",2021-02-03,"Jharkhand",5243351,5124512,118839
"5901",2021-02-04,"Jharkhand",5252988,5134091,118897
"5902",2021-02-05,"Jharkhand",5265585,5146647,118938
"5903",2021-02-06,"Jharkhand",5275052,5156073,118979
"5904",2021-02-07,"Jharkhand",5282669,5163652,119017
"5905",2021-02-08,"Jharkhand",5290647,5171592,119055
"5906",2021-02-09,"Jharkhand",5300299,5181183,119116
"5907",2021-02-10,"Jharkhand",5311257,5192096,119161
"5908",2021-02-11,"Jharkhand",5322362,5203156,119206
"5909",2021-02-12,"Jharkhand",5334670,5215428,119242
"5910",2021-02-13,"Jharkhand",5344419,5225136,119283
"5911",2021-02-14,"Jharkhand",5352653,5233337,119316
"5912",2021-02-15,"Jharkhand",5360875,5241521,119354
"5913",2021-02-16,"Jharkhand",5371930,5252536,119394
"5914",2021-02-17,"Jharkhand",5382715,5263276,119439
"5915",2021-02-18,"Jharkhand",5397226,5277749,119477
"5916",2021-02-19,"Jharkhand",5415597,5296069,119528
"5917",2021-02-20,"Jharkhand",5431160,5311595,119565
"5918",2021-02-21,"Jharkhand",5445617,5326021,119596
"5919",2021-02-22,"Jharkhand",5457670,5338033,119637
"5920",2021-02-23,"Jharkhand",5468632,5348945,119687
"5921",2021-02-24,"Jharkhand",5483057,5363338,119719
"5922",2021-02-25,"Jharkhand",5495533,5375738,119795
"5923",2021-02-26,"Jharkhand",5505786,5385923,119863
"5924",2021-02-27,"Jharkhand",5518756,5398851,119905
"5925",2021-02-28,"Jharkhand",5528514,5408565,119949
"5926",2021-03-01,"Jharkhand",5538599,5418613,119986
"5927",2021-03-02,"Jharkhand",5550422,5430385,120037
"5928",2021-03-03,"Jharkhand",5561652,5441584,120068
"5929",2021-03-04,"Jharkhand",5570800,5450671,120129
"5930",2021-03-05,"Jharkhand",5583848,5463675,120173
"5931",2021-03-06,"Jharkhand",5596078,5475861,120217
"5932",2021-03-07,"Jharkhand",5605862,5485603,120259
"5933",2021-03-08,"Jharkhand",5625962,5494684,120312
"5934",2021-03-09,"Jharkhand",5625820,5505446,120374
"5935",2021-03-10,"Jharkhand",5638144,5517708,120436
"5936",2021-03-11,"Jharkhand",5649345,5528878,120467
"5937",2021-03-12,"Jharkhand",5660355,5539831,120524
"5938",2021-03-13,"Jharkhand",5672924,5552357,120567
"5939",2021-03-14,"Jharkhand",5683302,5562674,120628
"5940",2021-03-15,"Jharkhand",5692600,5571905,120695
"5941",2021-03-16,"Jharkhand",5704601,5583830,120771
"5942",2021-03-17,"Jharkhand",5716356,5595503,120853
"5943",2021-03-18,"Jharkhand",5730029,5609079,120950
"5944",2021-03-19,"Jharkhand",5740740,5619685,121055
"5945",2021-03-20,"Jharkhand",5752962,5631784,121178
"5946",2021-03-21,"Jharkhand",5763067,5641806,121261
"5947",2021-03-22,"Jharkhand",5777287,5655916,121371
"5948",2021-03-23,"Jharkhand",5791627,5670126,121501
"5949",2021-03-24,"Jharkhand",5802842,5681147,121695
"5950",2021-03-25,"Jharkhand",5814376,5692403,121973
"5951",2021-03-26,"Jharkhand",5825074,5702793,122281
"5952",2021-03-27,"Jharkhand",5835206,5712585,122621
"5953",2021-03-28,"Jharkhand",5846493,5723558,122935
"5954",2021-03-29,"Jharkhand",5855874,5732784,123090
"5955",2021-03-30,"Jharkhand",5867300,5743792,123508
"5956",2021-03-31,"Jharkhand",5881206,5757005,124201
"5957",2021-04-01,"Jharkhand",5897931,5773040,124891
"5958",2021-04-02,"Jharkhand",5916328,5790743,125585
"5959",2021-04-03,"Jharkhand",5936375,5809917,126458
"5960",2021-04-04,"Jharkhand",5950602,5823356,127246
"5961",2021-04-05,"Jharkhand",5969855,5841523,128332
"5962",2021-04-06,"Jharkhand",5997234,5867638,129596
"5963",2021-04-07,"Jharkhand",6019339,5888431,130908
"5964",2021-04-08,"Jharkhand",6049068,5916278,132790
"5965",2021-04-09,"Jharkhand",6074786,5940071,134715
"5966",2021-04-10,"Jharkhand",6103660,5966572,137088
"5967",2021-04-11,"Jharkhand",6142991,6003607,139384
"5968",2021-04-12,"Jharkhand",6180019,6038269,141750
"5969",2021-04-13,"Jharkhand",6216693,6072099,144594
"5970",2021-04-14,"Jharkhand",6254279,6106487,147792
"5971",2021-04-15,"Jharkhand",6292389,6141117,151272
"5972",2021-04-16,"Jharkhand",6327654,6172539,155115
"5973",2021-04-17,"Jharkhand",6368644,6209691,158953
"5974",2021-04-18,"Jharkhand",6410544,6247599,162945
"5975",2021-04-19,"Jharkhand",6448625,6281390,167235
"5976",2021-04-20,"Jharkhand",6482575,6310260,172315
"5977",2021-04-21,"Jharkhand",6525814,6348458,177356
"5978",2021-04-22,"Jharkhand",6599651,6414700,184951
"5979",2021-04-23,"Jharkhand",6642174,6451482,190692
"5980",2021-04-24,"Jharkhand",6678083,6482239,195844
"5981",2021-04-25,"Jharkhand",6708382,6506635,201747
"5982",2021-04-26,"Jharkhand",6744277,6536989,207288
"5983",2021-04-27,"Jharkhand",6777383,6563969,213414
"5984",2021-04-28,"Jharkhand",6848140,6626651,221489
"5985",2021-04-29,"Jharkhand",6884431,6656981,227450
"5986",2021-04-30,"Jharkhand",6921267,6687856,233411
"5987",2021-05-01,"Jharkhand",6952562,6712828,239734
"5988",2021-05-02,"Jharkhand",6977983,6733511,244472
"5989",2021-05-03,"Jharkhand",7029510,6778139,251371
"5990",2021-05-04,"Jharkhand",7065719,6808374,257345
"5991",2021-05-05,"Jharkhand",7101205,6838090,263115
"5992",2021-05-06,"Jharkhand",7192969,6922880,270089
"5993",2021-05-07,"Jharkhand",7240878,6964816,276062
"5994",2021-05-08,"Jharkhand",7286536,7004362,282174
"5995",2021-05-09,"Jharkhand",7324180,7037837,286343
"5996",2021-05-10,"Jharkhand",7424936,7132406,292530
"5997",2021-05-11,"Jharkhand",7477648,7180753,296895
"5998",2021-05-12,"Jharkhand",7525753,7224496,301257
"5999",2021-05-13,"Jharkhand",7584831,7278583,306248
"6000",2021-05-14,"Jharkhand",7639859,7329835,310024
"6001",2021-05-15,"Jharkhand",7692798,7379617,313181
"6002",2021-05-16,"Jharkhand",7735743,7420241,315502
"6003",2021-05-17,"Jharkhand",7788630,7470621,318009
"6004",2021-05-18,"Jharkhand",7845253,7524319,320934
"6005",2021-05-19,"Jharkhand",7894224,7571396,322828
"6006",2021-05-20,"Jharkhand",7944728,7619844,324884
"6007",2021-05-21,"Jharkhand",7998874,7671839,327035
"6008",2021-05-22,"Jharkhand",8059453,7730381,329072
"6009",2021-05-23,"Jharkhand",8100704,7770287,330417
"6010",2021-05-24,"Jharkhand",8148792,7816981,331811
"6011",2021-05-25,"Jharkhand",8207364,7874306,333058
"6012",2021-05-26,"Jharkhand",8249817,7915782,334035
"6013",2021-05-27,"Jharkhand",8278972,7944242,334730
"6014",2021-05-28,"Jharkhand",8335646,8000229,335417
"6015",2021-05-29,"Jharkhand",8389935,8053695,336240
"6016",2021-05-30,"Jharkhand",8434488,8097545,336943
"6017",2021-05-31,"Jharkhand",8490974,8147052,337774
"6018",2021-06-01,"Jharkhand",8544919,8198887,338383
"6019",2021-06-02,"Jharkhand",8604940,326597,338915
"6020",2021-06-03,"Jharkhand",8656065,NA,NA
"6021",2021-06-04,"Jharkhand",8716686,8368501,340408
"6022",2021-06-05,"Jharkhand",8773975,8424110,340925
"6023",2021-06-06,"Jharkhand",8814415,8466383,341218
"6024",2021-06-07,"Jharkhand",8861641,8511079,341576
"6025",2020-04-03,"Karnataka",4587,4281,128
"6026",2020-04-07,"Karnataka",6580,5942,175
"6027",2020-04-08,"Karnataka",6967,6473,181
"6028",2020-04-09,"Karnataka",7613,7176,197
"6029",2020-04-10,"Karnataka",7975,7673,207
"6030",2020-04-11,"Karnataka",8560,8231,215
"6031",2020-04-12,"Karnataka",9251,8831,232
"6032",2020-04-13,"Karnataka",10017,9572,247
"6033",2020-04-14,"Karnataka",11107,10554,260
"6034",2020-04-15,"Karnataka",12483,11905,279
"6035",2020-04-16,"Karnataka",13724,13074,315
"6036",2020-04-17,"Karnataka",17594,14606,359
"6037",2020-04-18,"Karnataka",19186,15658,384
"6038",2020-04-19,"Karnataka",21367,17662,390
"6039",2020-04-20,"Karnataka",23460,19497,408
"6040",2020-04-21,"Karnataka",26233,22222,418
"6041",2020-04-22,"Karnataka",29512,25424,427
"6042",2020-04-23,"Karnataka",32122,28174,445
"6043",2020-04-24,"Karnataka",35958,31914,474
"6044",2020-04-25,"Karnataka",39083,34888,500
"6045",2020-04-26,"Karnataka",42964,38207,503
"6046",2020-04-27,"Karnataka",45685,43791,512
"6047",2020-04-28,"Karnataka",50512,48508,523
"6048",2020-04-29,"Karnataka",55404,53241,535
"6049",2020-04-30,"Karnataka",60156,57548,565
"6050",2020-05-01,"Karnataka",64898,61855,589
"6051",2020-05-02,"Karnataka",69730,66475,601
"6052",2020-05-03,"Karnataka",74898,70998,614
"6053",2020-05-04,"Karnataka",79193,74664,651
"6054",2020-05-05,"Karnataka",83806,78860,673
"6055",2020-05-06,"Karnataka",88777,83056,693
"6056",2020-05-07,"Karnataka",93535,87756,705
"6057",2020-05-08,"Karnataka",98081,92237,753
"6058",2020-05-09,"Karnataka",103098,97326,794
"6059",2020-05-10,"Karnataka",107311,102266,848
"6060",2020-05-11,"Karnataka",111595,106467,862
"6061",2020-05-12,"Karnataka",116533,111264,925
"6062",2020-05-13,"Karnataka",121178,119420,959
"6063",2020-05-14,"Karnataka",128373,126766,987
"6064",2020-05-15,"Karnataka",133724,132074,1056
"6065",2020-05-16,"Karnataka",140024,138216,1092
"6066",2020-05-17,"Karnataka",145398,143444,1147
"6067",2020-05-18,"Karnataka",151663,149566,1246
"6068",2020-05-19,"Karnataka",158599,156247,1395
"6069",2020-05-20,"Karnataka",166781,164199,1462
"6070",2020-05-21,"Karnataka",174297,171484,1605
"6071",2020-05-22,"Karnataka",186526,183088,1743
"6072",2020-05-23,"Karnataka",196196,192127,1959
"6073",2020-05-24,"Karnataka",206313,201978,2089
"6074",2020-05-25,"Karnataka",219894,215308,2182
"6075",2020-05-26,"Karnataka",228914,223477,2283
"6076",2020-05-27,"Karnataka",241608,235876,2418
"6077",2020-05-28,"Karnataka",252078,246115,2533
"6078",2020-05-29,"Karnataka",264489,258130,2781
"6079",2020-05-30,"Karnataka",280217,273404,2922
"6080",2020-05-31,"Karnataka",293575,286245,3221
"6081",2020-06-01,"Karnataka",304816,297052,3408
"6082",2020-06-02,"Karnataka",319628,310967,3796
"6083",2020-06-03,"Karnataka",334825,325686,4063
"6084",2020-06-04,"Karnataka",347093,337154,4320
"6085",2020-06-05,"Karnataka",360720,349951,4835
"6086",2020-06-06,"Karnataka",372582,361382,5213
"6087",2020-06-07,"Karnataka",384442,372399,5452
"6088",2020-06-08,"Karnataka",393221,380630,5760
"6089",2020-06-09,"Karnataka",400257,387027,5921
"6090",2020-06-10,"Karnataka",408506,394603,6041
"6091",2020-06-11,"Karnataka",416506,402105,6245
"6092",2020-06-12,"Karnataka",426341,411244,6516
"6093",2020-06-13,"Karnataka",436518,420773,6824
"6094",2020-06-14,"Karnataka",443969,427608,7000
"6095",2020-06-15,"Karnataka",449331,432346,7213
"6096",2020-06-16,"Karnataka",457267,439654,7530
"6097",2020-06-17,"Karnataka",464798,446448,7734
"6098",2020-06-18,"Karnataka",473507,454476,7944
"6099",2020-06-19,"Karnataka",484060,464338,8281
"6100",2020-06-20,"Karnataka",493893,473357,8697
"6101",2020-06-21,"Karnataka",506765,485345,9150
"6102",2020-06-22,"Karnataka",515969,493921,9399
"6103",2020-06-23,"Karnataka",526538,503734,9721
"6104",2020-06-24,"Karnataka",539247,515388,10118
"6105",2020-06-25,"Karnataka",553325,527731,10560
"6106",2020-06-26,"Karnataka",568058,541548,11005
"6107",2020-06-27,"Karnataka",581635,554095,11923
"6108",2020-06-28,"Karnataka",595470,566543,13190
"6109",2020-06-29,"Karnataka",605159,575337,14295
"6110",2020-06-30,"Karnataka",620747,589637,15242
"6111",2020-07-01,"Karnataka",637417,604822,16514
"6112",2020-07-02,"Karnataka",653627,619292,18016
"6113",2020-07-03,"Karnataka",671934,635582,19710
"6114",2020-07-04,"Karnataka",689526,650876,21549
"6115",2020-07-05,"Karnataka",706425,665525,23474
"6116",2020-07-06,"Karnataka",722305,679267,25317
"6117",2020-07-07,"Karnataka",740047,694816,26815
"6118",2020-07-08,"Karnataka",759181,711319,28877
"6119",2020-07-09,"Karnataka",779209,728887,31105
"6120",2020-07-10,"Karnataka",798437,745360,33418
"6121",2020-07-11,"Karnataka",819024,746375,36216
"6122",2020-07-12,"Karnataka",839074,779609,38843
"6123",2020-07-13,"Karnataka",856148,793561,41581
"6124",2020-07-14,"Karnataka",879822,813164,44077
"6125",2020-07-15,"Karnataka",902026,831246,47253
"6126",2020-07-16,"Karnataka",925477,850593,51422
"6127",2020-07-17,"Karnataka",953417,870466,55115
"6128",2020-07-18,"Karnataka",982701,899016,59652
"6129",2020-07-19,"Karnataka",999530,927945,63772
"6130",2020-07-20,"Karnataka",1025420,958311,67420
"6131",2020-07-21,"Karnataka",1051976,963725,71069
"6132",2020-07-22,"Karnataka",1079749,1002045,75833
"6133",2020-07-23,"Karnataka",1110497,NA,80863
"6134",2020-07-25,"Karnataka",1143262,NA,90942
"6135",2020-07-26,"Karnataka",1176827,NA,96141
"6136",2020-07-27,"Karnataka",1205051,NA,101465
"6137",2020-07-28,"Karnataka",1242771,NA,107001
"6138",2020-07-29,"Karnataka",1275761,NA,112504
"6139",2020-07-30,"Karnataka",1313856,NA,118632
"6140",2020-07-31,"Karnataka",1350792,NA,124115
"6141",2020-08-01,"Karnataka",1385552,NA,129287
"6142",2020-08-02,"Karnataka",1418569,NA,134819
"6143",2020-08-03,"Karnataka",1446558,NA,139571
"6144",2020-08-04,"Karnataka",1489016,NA,145830
"6145",2020-08-05,"Karnataka",1532654,NA,151449
"6146",2020-08-06,"Karnataka",1581075,NA,158254
"6147",2020-08-07,"Karnataka",1624628,NA,164924
"6148",2020-08-08,"Karnataka",1668511,NA,172102
"6149",2020-08-09,"Karnataka",1706447,NA,178087
"6150",2020-08-10,"Karnataka",1729067,NA,182354
"6151",2020-08-11,"Karnataka",1772991,NA,NA
"6152",2020-08-12,"Karnataka",1826317,NA,NA
"6153",2020-08-13,"Karnataka",1882316,NA,203200
